population,characteristics_code,subcategory_code,domain_label,ucc,item_text,display_level,series_id,aggregate_expenditure,mean_expenditure,rse,high_rse
Q4,05,HOUSING,Housing,260114,Electricity (rented vacation),3,CXU260114LB0105M,17.0,1.0,115.83,true
Q4,05,HOUSING,Housing,260211,Natural gas (renter),3,CXU260211LB0105M,2301.0,85.0,10.13,false
Q4,05,HOUSING,Housing,260212,Natural gas (owned home),3,CXU260212LB0105M,12697.0,467.0,4.54,false
Q4,05,HOUSING,Housing,260213,Natural gas (owned vacation),3,CXU260213LB0105M,88.0,3.0,32.71,true
Q4,05,HOUSING,Housing,260214,Natural gas (rented vacation),3,CXU260214LB0105M,,,,
Q4,05,HOUSING,Housing,270102,Cellular phone service,3,CXU270102LB0105M,45643.0,1678.0,2.14,false
Q4,05,HOUSING,Housing,270104,Phone cards,4,CXU270104LB0105M,,,,
Q4,05,HOUSING,Housing,270106,Residential telephone including VOIP,4,CXU270106LB0105M,2506.0,92.0,8.09,false
Q4,05,HOUSING,Housing,270211,Water/sewer maintenance (renter),4,CXU270211LB0105M,2673.0,98.0,8.98,false
Q4,05,HOUSING,Housing,270212,Water/sewer maintenance (owned home),4,CXU270212LB0105M,14604.0,537.0,4.09,false
Q4,05,HOUSING,Housing,270213,Water/sewer maintenance (owned vacation),4,CXU270213LB0105M,73.0,3.0,33.33,true
Q4,05,HOUSING,Housing,270214,Water/sewer maintenance (rented vacation),4,CXU270214LB0105M,12.0,,108.91,true
Q4,05,HOUSING,Housing,270411,Trash/garbage collection (renter),4,CXU270411LB0105M,766.0,28.0,11.37,false
Q4,05,HOUSING,Housing,270412,Trash/garbage collection (owned home),4,CXU270412LB0105M,7131.0,262.0,4.78,false
Q4,05,HOUSING,Housing,270413,Trash/garbage collection (owned vacation),4,CXU270413LB0105M,162.0,6.0,31.37,true
Q4,05,HOUSING,Housing,270414,Trash/garbage collection (rented vacation),4,CXU270414LB0105M,12.0,,91.65,true
Q4,05,HOUSING,Housing,270901,Septic tank cleaning (renter),4,CXU270901LB0105M,,,,
Q4,05,HOUSING,Housing,270902,Septic tank cleaning (owned home),4,CXU270902LB0105M,1.0,,72.17,true
Q4,05,HOUSING,Housing,270903,Septic tank cleaning (owned vacation),4,CXU270903LB0105M,,,,
Q4,05,HOUSING,Housing,270904,Septic tank cleaning (rented vacation),4,CXU270904LB0105M,,,,
Q4,05,HOUSING,Housing,270906,Septic tank cleaning (renter),4,CXU270906LB0105M,,,,
Q4,05,HOUSING,Housing,270907,Septic tank cleaning (owner),4,CXU270907LB0105M,282.0,10.0,31.9,true
Q4,05,HOUSING,Housing,280110,Bathroom linens,3,CXU280110LB0105M,938.0,35.0,24.12,false
Q4,05,HOUSING,Housing,280120,Bedroom linens,3,CXU280120LB0105M,2121.0,78.0,24.22,false
Q4,05,HOUSING,Housing,280140,"Kitchen, dining room, and other linens",3,CXU280140LB0105M,220.0,8.0,42.56,true
Q4,05,HOUSING,Housing,280210,Curtains and draperies,3,CXU280210LB0105M,371.0,14.0,17.73,false
Q4,05,HOUSING,Housing,280220,Slipcovers and decorative pillows,3,CXU280220LB0105M,118.0,4.0,20.75,false
Q4,05,HOUSING,Housing,290110,Mattresses and springs,3,CXU290110LB0105M,4446.0,163.0,28.89,true
Q4,05,HOUSING,Housing,290120,Other bedroom furniture,3,CXU290120LB0105M,3302.0,121.0,14.39,false
Q4,05,HOUSING,Housing,290210,Sofas,3,CXU290210LB0105M,6099.0,224.0,12.68,false
Q4,05,HOUSING,Housing,290310,Living room chairs,3,CXU290310LB0105M,1499.0,55.0,20.54,false
Q4,05,HOUSING,Housing,290320,Living room tables,3,CXU290320LB0105M,478.0,18.0,20.6,false
Q4,05,HOUSING,Housing,290410,Kitchen and dining room furniture,3,CXU290410LB0105M,1554.0,57.0,36.79,true
Q4,05,HOUSING,Housing,290420,Infants' furniture,3,CXU290420LB0105M,285.0,10.0,27.02,true
Q4,05,HOUSING,Housing,290430,Outdoor furniture,3,CXU290430LB0105M,2034.0,75.0,28.87,true
Q4,05,HOUSING,Housing,290440,"Wall units, cabinets, and other furniture",3,CXU290440LB0105M,1920.0,71.0,22.71,false
Q4,05,HOUSING,Housing,300111,Refrigerators and freezers (renter),3,CXU300111LB0105M,144.0,5.0,63.19,true
Q4,05,HOUSING,Housing,300112,Refrigerators and freezers (owned home),3,CXU300112LB0105M,4304.0,158.0,16.97,false
Q4,05,HOUSING,Housing,300216,Clothes washers or dryers (renter),3,CXU300216LB0105M,263.0,10.0,40.88,true
Q4,05,HOUSING,Housing,300217,Clothes washers or dryers (owned home),3,CXU300217LB0105M,3070.0,113.0,12.34,false
Q4,05,HOUSING,Housing,300311,Cooking stoves and ovens (renter),3,CXU300311LB0105M,5.0,,104.39,true
Q4,05,HOUSING,Housing,300312,Cooking stoves and ovens (owned home),3,CXU300312LB0105M,2202.0,81.0,18.95,false
Q4,05,HOUSING,Housing,300321,Microwave ovens (renter),3,CXU300321LB0105M,45.0,2.0,24.59,false
Q4,05,HOUSING,Housing,300322,Microwave ovens (owned home),3,CXU300322LB0105M,662.0,24.0,17.93,false
Q4,05,HOUSING,Housing,300331,Portable dishwashers (renter),3,CXU300331LB0105M,,,,
Q4,05,HOUSING,Housing,300332,Portable dishwashers (owned home),3,CXU300332LB0105M,,,,
Q4,05,HOUSING,Housing,300411,Window air conditioners (renter),3,CXU300411LB0105M,71.0,3.0,25.49,true
Q4,05,HOUSING,Housing,300412,Window air conditioners (owned home),3,CXU300412LB0105M,188.0,7.0,26.89,true
Q4,05,HOUSING,Housing,300900,Miscellaneous household appliances,3,CXU300900LB0105M,557.0,21.0,48.18,true
Q4,05,HOUSING,Housing,320111,"Floor coverings, nonpermanent",3,CXU320111LB0105M,1040.0,38.0,20.94,false
Q4,05,HOUSING,Housing,320120,Window coverings,3,CXU320120LB0105M,846.0,31.0,34.91,true
Q4,05,HOUSING,Housing,320130,Infants' equipment,3,CXU320130LB0105M,942.0,35.0,39.01,true
Q4,05,HOUSING,Housing,320140,Laundry and cleaning equipment,3,CXU320140LB0105M,606.0,22.0,15.83,false
Q4,05,HOUSING,Housing,320150,Outdoor equipment,3,CXU320150LB0105M,301.0,11.0,29.33,true
Q4,05,HOUSING,Housing,320221,"Lamps, lighting fixtures, and ceiling fans",3,CXU320221LB0105M,880.0,33.0,35.1,true
Q4,05,HOUSING,Housing,320232,Telephones and accessories,3,CXU320232LB0105M,4556.0,167.0,9.45,false
Q4,05,HOUSING,Housing,320233,Clocks and other household decorative items,3,CXU320233LB0105M,9398.0,347.0,41.93,true
Q4,05,HOUSING,Housing,320330,Flatware,4,CXU320330LB0105M,196.0,7.0,34.81,true
Q4,05,HOUSING,Housing,320345,"Dinnerware, glassware, and serving pieces",4,CXU320345LB0105M,891.0,33.0,16.65,false
Q4,05,HOUSING,Housing,320370,Nonelectric cookware,4,CXU320370LB0105M,1052.0,39.0,30.17,true
Q4,05,HOUSING,Housing,320380,Tableware and nonelectric kitchenware,4,CXU320380LB0105M,827.0,31.0,16.12,false
Q4,05,HOUSING,Housing,320410,Lawn and garden equipment,3,CXU320410LB0105M,1629.0,60.0,45.22,true
Q4,05,HOUSING,Housing,320420,Power tools,3,CXU320420LB0105M,1285.0,47.0,17.74,false
Q4,05,HOUSING,Housing,320430,Other hardware,3,CXU320430LB0105M,1905.0,70.0,67.2,true
Q4,05,HOUSING,Housing,320511,Electric floor cleaning equipment,3,CXU320511LB0105M,810.0,30.0,9.24,false
Q4,05,HOUSING,Housing,320512,Sewing machines,3,CXU320512LB0105M,275.0,10.0,67.87,true
Q4,05,HOUSING,Housing,320521,Small electric kitchen appliances,4,CXU320521LB0105M,1171.0,43.0,10.23,false
Q4,05,HOUSING,Housing,320522,Portable heating and cooling equipment,4,CXU320522LB0105M,266.0,10.0,12.97,false
Q4,05,HOUSING,Housing,320611,"Material for insulation, other maintenance, and repair",6,CXU320611LB0105M,87.0,3.0,36.05,true
Q4,05,HOUSING,Housing,320612,"Material for insulation, other maintenance, and repair",6,CXU320612LB0105M,1797.0,66.0,20.13,false
Q4,05,HOUSING,Housing,320613,"Material for insulation, other maintenance, and repair",7,CXU320613LB0105M,38.0,1.0,97.15,true
Q4,05,HOUSING,Housing,320624,"Flooring installation, repair, and replacement",5,CXU320624LB0105M,506.0,19.0,117.45,true
Q4,05,HOUSING,Housing,320625,"Flooring installation, repair, and replacement",5,CXU320625LB0105M,2557.0,94.0,23.32,false
Q4,05,HOUSING,Housing,320626,"Flooring installation, repair, and replacement",6,CXU320626LB0105M,20.0,1.0,90.72,true
Q4,05,HOUSING,Housing,320631,Material for landscape maintenance,5,CXU320631LB0105M,109.0,4.0,67.21,true
Q4,05,HOUSING,Housing,320632,Materials for landscaping maintenance,5,CXU320632LB0105M,,,,
Q4,05,HOUSING,Housing,320633,Materials for landscaping maintenance,6,CXU320633LB0105M,,,,
Q4,05,HOUSING,Housing,320901,Office furniture for home use,3,CXU320901LB0105M,541.0,20.0,28.89,true
Q4,05,HOUSING,Housing,320902,Hand tools,3,CXU320902LB0105M,832.0,31.0,32.93,true
Q4,05,HOUSING,Housing,320903,Indoor plants and fresh flowers,3,CXU320903LB0105M,2808.0,103.0,7.46,false
Q4,05,HOUSING,Housing,320904,Closet and storage items,3,CXU320904LB0105M,1012.0,37.0,24.61,false
Q4,05,HOUSING,Housing,320905,Miscellaneous household equipment and parts,3,CXU320905LB0105M,1800.0,67.0,15.32,false
Q4,05,HOUSING,Housing,330119,Laundry and cleaning products,2,CXU330119LB0105M,6975.0,258.0,8.57,false
Q4,05,HOUSING,Housing,330310,"Cleansing and toilet tissue, paper towels, and napkins",3,CXU330310LB0105M,3976.0,147.0,7.68,false
Q4,05,HOUSING,Housing,330410,"Stationery, stationery supplies, and gift wrap",3,CXU330410LB0105M,2183.0,81.0,13.87,false
Q4,05,HOUSING,Housing,330510,Miscellaneous household products,3,CXU330510LB0105M,10240.0,379.0,12.55,false
Q4,05,HOUSING,Housing,330511,Termite/pest control products,3,CXU330511LB0105M,487.0,18.0,8.77,false
Q4,05,HOUSING,Housing,330610,Lawn and garden supplies,3,CXU330610LB0105M,3772.0,139.0,16.95,false
Q4,05,HOUSING,Housing,340110,Postage,3,CXU340110LB0105M,1622.0,60.0,34.12,true
Q4,05,HOUSING,Housing,340120,Delivery services,3,CXU340120LB0105M,87.0,3.0,53.42,true
Q4,05,HOUSING,Housing,340310,Housekeeping services,3,CXU340310LB0105M,3954.0,145.0,10.27,false
Q4,05,HOUSING,Housing,340410,Gardening and lawn care service,3,CXU340410LB0105M,6188.0,227.0,9.51,false
Q4,05,HOUSING,Housing,340420,Water softening services,3,CXU340420LB0105M,24.0,1.0,42.0,true
Q4,05,HOUSING,Housing,340421,Water softening services (owner),3,CXU340421LB0105M,184.0,7.0,28.04,true
Q4,05,HOUSING,Housing,340422,Water softening services (renter),3,CXU340422LB0105M,32.0,1.0,93.36,true
Q4,05,HOUSING,Housing,340510,"Moving, storage, and freight",3,CXU340510LB0105M,1957.0,72.0,24.38,false
Q4,05,HOUSING,Housing,340520,"Household laundry and dry cleaning, sent out (nonclothing) not coin-operated",3,CXU340520LB0105M,,,,
Q4,05,HOUSING,Housing,340530,Coin-operated household laundry and dry cleaning (nonclothing),3,CXU340530LB0105M,,,,
Q4,05,HOUSING,Housing,340620,"Appliance repair, including service center",3,CXU340620LB0105M,19.0,1.0,40.07,true
Q4,05,HOUSING,Housing,340630,"Reupholstering, furniture repair",3,CXU340630LB0105M,100.0,4.0,61.2,true
Q4,05,HOUSING,Housing,340901,"Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment",3,CXU340901LB0105M,269.0,10.0,30.87,true
Q4,05,HOUSING,Housing,340903,Other home services,3,CXU340903LB0105M,620.0,23.0,17.69,false
Q4,05,HOUSING,Housing,340904,Rental of furniture,3,CXU340904LB0105M,32.0,1.0,82.38,true
Q4,05,HOUSING,Housing,340906,"Care for elderly, invalids, handicapped, etc.",3,CXU340906LB0105M,744.0,27.0,63.72,true
Q4,05,HOUSING,Housing,340907,Appliance rentals,3,CXU340907LB0105M,65.0,2.0,64.9,true
Q4,05,HOUSING,Housing,340908,Rental of office equipment for nonbusiness use,3,CXU340908LB0105M,13.0,,34.97,true
Q4,05,HOUSING,Housing,340910,Adult day care centers,3,CXU340910LB0105M,,,,
Q4,05,HOUSING,Housing,340911,Management and upkeep services for security,5,CXU340911LB0105M,232.0,9.0,23.61,false
Q4,05,HOUSING,Housing,340912,Management and upkeep services for security,6,CXU340912LB0105M,61.0,2.0,44.97,true
Q4,05,HOUSING,Housing,340913,Repair of miscellaneous household equipment and furnishings,3,CXU340913LB0105M,,,,
Q4,05,HOUSING,Housing,340914,Services for termite/pest control,3,CXU340914LB0105M,1949.0,72.0,8.77,false
Q4,05,HOUSING,Housing,340915,Home security system service fees,3,CXU340915LB0105M,1560.0,57.0,9.41,false
Q4,05,HOUSING,Housing,350110,Tenant's insurance,4,CXU350110LB0105M,1223.0,45.0,13.53,false
Q4,05,HOUSING,Housing,430130,Luggage,3,CXU430130LB0105M,995.0,37.0,50.75,true
Q4,05,HOUSING,Housing,670320,"Babysitting, childcare, daycare, preschool",2,CXU670320LB0105M,14013.0,515.0,11.94,false
Q4,05,HOUSING,Housing,690111,Computers and computer hardware for nonbusiness use,3,CXU690111LB0105M,4794.0,176.0,11.66,false
Q4,05,HOUSING,Housing,690113,Repair of computer systems for nonbusiness use,3,CXU690113LB0105M,266.0,10.0,28.17,true
Q4,05,HOUSING,Housing,690114,Computer information services (internet),3,CXU690114LB0105M,22210.0,816.0,1.74,false
Q4,05,HOUSING,Housing,690116,Internet services away from home,3,CXU690116LB0105M,113.0,4.0,12.75,false
Q4,05,HOUSING,Housing,690117,Portable memory,3,CXU690117LB0105M,59.0,2.0,18.88,false
Q4,05,HOUSING,Housing,690119,Computer software,3,CXU690119LB0105M,647.0,24.0,27.67,true
Q4,05,HOUSING,Housing,690120,Computer accessories,3,CXU690120LB0105M,540.0,20.0,24.71,false
Q4,05,HOUSING,Housing,690230,Business equipment for home use,3,CXU690230LB0105M,96.0,4.0,46.81,true
Q4,05,HOUSING,Housing,690244,Other household appliances (renter),3,CXU690244LB0105M,133.0,5.0,35.32,true
Q4,05,HOUSING,Housing,690245,Other household appliances (owned home),3,CXU690245LB0105M,319.0,12.0,27.01,true
Q4,05,HOUSING,Housing,690310,Installation of computers,3,CXU690310LB0105M,6.0,,75.63,true
Q4,05,HOUSING,Housing,790690,Construction materials for jobs not started,6,CXU790690LB0105M,27.0,1.0,24.76,false
Q4,05,HOUSING,Housing,800710,Rent as pay,1,CXU800710LB0105M,2242.0,82.0,38.33,true
Q4,05,HOUSING,Housing,830111,Late fee mortgage pay (owned home),4,CXU830111LB0105M,4.0,,94.27,true
Q4,05,HOUSING,Housing,830112,Late fee mortgage pay (owned vacation),5,CXU830112LB0105M,,,,
Q4,05,HOUSING,Housing,880110,"Interest paid, home equity line of credit",4,CXU880110LB0105M,3853.0,142.0,19.27,false
Q4,05,HOUSING,Housing,880310,"Interest paid, home equity line of credit",5,CXU880310LB0105M,,,,
Q4,05,HOUSING,Housing,990900,"Rental and installation of dishwashers, range hoods, and garbage disposals",3,CXU990900LB0105M,,,,
Q4,05,HOUSING,Housing,990920,"Materials for additions, finishing basements, and remodeling rooms",6,CXU990920LB0105M,53.0,2.0,73.38,true
Q4,05,HOUSING,Housing,990930,"Materials to finish basements, remodel rooms, or build patios or walkways",6,CXU990930LB0105M,,,,
Q4,05,HOUSING,Housing,990940,Material for finishing basements and remodeling rooms,7,CXU990940LB0105M,,,,
Q4,05,TRANS,Transportation,450110,New cars,3,CXU450110LB0105M,15233.0,560.0,32.55,true
Q4,05,TRANS,Transportation,450210,New trucks,3,CXU450210LB0105M,48224.0,1773.0,14.45,false
Q4,05,TRANS,Transportation,450220,New motorcycles,3,CXU450220LB0105M,863.0,32.0,66.84,true
Q4,05,TRANS,Transportation,450350,Car/truck lease payments,5,CXU450350LB0105M,8042.0,296.0,14.46,false
Q4,05,TRANS,Transportation,450351,Extra fees for car/truck lease,5,CXU450351LB0105M,97.0,4.0,49.35,true
Q4,05,TRANS,Transportation,450352,Trade in allowance for car/truck lease,5,CXU450352LB0105M,2203.0,81.0,77.7,true
Q4,05,TRANS,Transportation,450353,Cash down payment car/truck lease,5,CXU450353LB0105M,1762.0,65.0,55.34,true
Q4,05,TRANS,Transportation,450354,Termination fee for car/truck lease,5,CXU450354LB0105M,30.0,1.0,106.13,true
Q4,05,TRANS,Transportation,450900,New aircraft,3,CXU450900LB0105M,,,,
Q4,05,TRANS,Transportation,460110,Used cars,3,CXU460110LB0105M,23338.0,858.0,20.64,false
Q4,05,TRANS,Transportation,460901,Used trucks,3,CXU460901LB0105M,72231.0,2655.0,13.43,false
Q4,05,TRANS,Transportation,460902,Used motorcycles,3,CXU460902LB0105M,1848.0,68.0,73.48,true
Q4,05,TRANS,Transportation,460903,Used aircraft,3,CXU460903LB0105M,,,,
Q4,05,TRANS,Transportation,470111,Gasoline,2,CXU470111LB0105M,83205.0,3058.0,2.05,false
Q4,05,TRANS,Transportation,470112,Diesel fuel,2,CXU470112LB0105M,2630.0,97.0,15.57,false
Q4,05,TRANS,Transportation,470113,Gasoline on out of town trips,2,CXU470113LB0105M,5129.0,189.0,5.81,false
Q4,05,TRANS,Transportation,470212,Motor oil on out of town trips,2,CXU470212LB0105M,52.0,2.0,5.81,false
Q4,05,TRANS,Transportation,470311,Electric vehicle charging,2,CXU470311LB0105M,180.0,7.0,30.28,true
Q4,05,TRANS,Transportation,480100,"Vehicle parts, accessories, fluid excluding tires",2,CXU480100LB0105M,1775.0,65.0,20.51,false
Q4,05,TRANS,Transportation,480110,"Tires - purchased, replaced, and installed",3,CXU480110LB0105M,7289.0,268.0,8.29,false
Q4,05,TRANS,Transportation,490100,Vehicle maintenance/repair excluding tire purchase,2,CXU490100LB0105M,21123.0,776.0,5.53,false
Q4,05,TRANS,Transportation,490900,Auto repair service policy,3,CXU490900LB0105M,1692.0,62.0,33.37,true
Q4,05,TRANS,Transportation,500110,Vehicle insurance,2,CXU500110LB0105M,68515.0,2518.0,2.16,false
Q4,05,TRANS,Transportation,510110,Automobile finance charges,3,CXU510110LB0105M,3719.0,137.0,8.56,false
Q4,05,TRANS,Transportation,510901,Truck finance charges,3,CXU510901LB0105M,12503.0,460.0,6.36,false
Q4,05,TRANS,Transportation,510902,Motorcycle and plane finance charges,3,CXU510902LB0105M,129.0,5.0,31.17,true
Q4,05,TRANS,Transportation,520110,State and local vehicle registration,2,CXU520110LB0105M,4953.0,182.0,7.57,false
Q4,05,TRANS,Transportation,520310,Drivers' licenses,3,CXU520310LB0105M,357.0,13.0,10.6,false
Q4,05,TRANS,Transportation,520410,Vehicle inspections,3,CXU520410LB0105M,483.0,18.0,12.38,false
Q4,05,TRANS,Transportation,520516,Auto/truck rental,5,CXU520516LB0105M,4194.0,154.0,12.48,false
Q4,05,TRANS,Transportation,520517,Auto/truck rental on out of town trips,5,CXU520517LB0105M,116.0,4.0,31.97,true
Q4,05,TRANS,Transportation,520531,"Parking fees in home city, excluding residence",4,CXU520531LB0105M,1760.0,65.0,17.48,false
Q4,05,TRANS,Transportation,520532,Parking fees on out of town trips,4,CXU520532LB0105M,468.0,17.0,10.43,false
Q4,05,TRANS,Transportation,520541,Tolls or electronic toll passes,3,CXU520541LB0105M,1901.0,70.0,12.61,false
Q4,05,TRANS,Transportation,520542,Tolls on out of town trips,3,CXU520542LB0105M,170.0,6.0,7.19,false
Q4,05,TRANS,Transportation,520550,Towing charges,3,CXU520550LB0105M,192.0,7.0,29.08,true
Q4,05,TRANS,Transportation,520902,Motorcycle rental,5,CXU520902LB0105M,58.0,2.0,102.9,true
Q4,05,TRANS,Transportation,520903,Aircraft rental,5,CXU520903LB0105M,3.0,,62.65,true
Q4,05,TRANS,Transportation,520905,Motorcycle rental on out of town trips,5,CXU520905LB0105M,,,,
Q4,05,TRANS,Transportation,520906,Aircraft rental on out of town trips,5,CXU520906LB0105M,,,,
Q4,05,TRANS,Transportation,530110,Airline fares,2,CXU530110LB0105M,21655.0,796.0,7.49,false
Q4,05,TRANS,Transportation,530210,Intercity bus fares,2,CXU530210LB0105M,361.0,13.0,20.2,false
Q4,05,TRANS,Transportation,530311,Intracity mass transit fares,2,CXU530311LB0105M,3478.0,128.0,15.87,false
Q4,05,TRANS,Transportation,530312,Local transportation on out of town trips,2,CXU530312LB0105M,84.0,3.0,29.55,true
Q4,05,TRANS,Transportation,530411,Taxi fares and limousine services on trips,2,CXU530411LB0105M,50.0,2.0,29.55,true
Q4,05,TRANS,Transportation,530412,Taxi fares and limousine services,2,CXU530412LB0105M,3369.0,124.0,9.04,false
Q4,05,TRANS,Transportation,530510,Intercity train fares,2,CXU530510LB0105M,755.0,28.0,15.04,false
Q4,05,TRANS,Transportation,530901,Ship fares,2,CXU530901LB0105M,4211.0,155.0,35.78,true
Q4,05,TRANS,Transportation,530902,School bus,2,CXU530902LB0105M,30.0,1.0,77.08,true
Q4,05,TRANS,Transportation,620114,Automobile service clubs and GPS services,3,CXU620114LB0105M,553.0,20.0,11.08,false
Q4,05,TRANS,Transportation,850300,Other vehicle finance charges,3,CXU850300LB0105M,837.0,31.0,23.24,false
Q4,05,TRANS,Transportation,950024,Vehicle personal property taxes,2,CXU950024LB0105M,2123.0,78.0,7.57,false
Q5,06,ALCBEVG,Alcoholic beverages,200119,"Beer, ale, and other malt beverage",2,CXU200119LB0106M,3635.0,134.0,10.53,false
Q5,06,ALCBEVG,Alcoholic beverages,200219,Distilled spirits,2,CXU200219LB0106M,3623.0,134.0,12.55,false
Q5,06,ALCBEVG,Alcoholic beverages,200310,Wine,2,CXU200310LB0106M,7109.0,262.0,16.73,false
Q5,06,ALCBEVG,Alcoholic beverages,200900,Alcoholic beverages purchased on trips,2,CXU200900LB0106M,6244.0,229.0,6.59,false
Q5,06,ALCBEVG,Alcoholic beverages,790420,"Alcoholic beverages at restaurants, taverns",2,CXU790420LB0106M,17226.0,636.0,6.91,false
Q5,06,FOODTOTL,Food,010119,Flour and prepared flour mixes,2,CXU010119LB0106M,1317.0,49.0,8.88,false
Q5,06,FOODTOTL,Food,010210,"Cereal, breakfast, and granola bars",4,CXU010210LB0106M,4180.0,154.0,6.85,false
Q5,06,FOODTOTL,Food,010310,Rice,4,CXU010310LB0106M,1581.0,58.0,5.88,false
Q5,06,FOODTOTL,Food,010320,"Pasta, cornmeal, and other cereal products",4,CXU010320LB0106M,2651.0,98.0,5.54,false
Q5,06,FOODTOTL,Food,020219,Bread,2,CXU020219LB0106M,5288.0,195.0,4.43,false
Q5,06,FOODTOTL,Food,020310,Biscuits and rolls,5,CXU020310LB0106M,3462.0,128.0,5.13,false
Q5,06,FOODTOTL,Food,020410,Cakes and cupcakes,5,CXU020410LB0106M,2732.0,101.0,9.21,false
Q5,06,FOODTOTL,Food,020510,Cookies,5,CXU020510LB0106M,3410.0,126.0,6.21,false
Q5,06,FOODTOTL,Food,020610,Crackers,5,CXU020610LB0106M,2190.0,81.0,6.01,false
Q5,06,FOODTOTL,Food,020620,Bread and cracker products,5,CXU020620LB0106M,306.0,11.0,10.14,false
Q5,06,FOODTOTL,Food,020710,"Sweetrolls, coffee cakes, and doughnuts",5,CXU020710LB0106M,1476.0,54.0,7.26,false
Q5,06,FOODTOTL,Food,020810,Frozen and refrigerated bakery products,4,CXU020810LB0106M,2049.0,76.0,6.4,false
Q5,06,FOODTOTL,Food,020820,"Pies, tarts, and turnovers",5,CXU020820LB0106M,949.0,35.0,36.63,true
Q5,06,FOODTOTL,Food,030110,Ground beef,4,CXU030110LB0106M,5447.0,201.0,6.2,false
Q5,06,FOODTOTL,Food,030219,Roasts,2,CXU030219LB0106M,2125.0,78.0,10.0,false
Q5,06,FOODTOTL,Food,030519,Steak,2,CXU030519LB0106M,6849.0,253.0,6.76,false
Q5,06,FOODTOTL,Food,030810,Other beef,4,CXU030810LB0106M,1650.0,61.0,10.66,false
Q5,06,FOODTOTL,Food,040119,"Bacon, breakfast sausage, and related products",2,CXU040119LB0106M,3910.0,144.0,5.39,false
Q5,06,FOODTOTL,Food,040210,Pork chops,4,CXU040210LB0106M,1278.0,47.0,12.84,false
Q5,06,FOODTOTL,Food,040319,Ham,2,CXU040319LB0106M,1909.0,70.0,9.85,false
Q5,06,FOODTOTL,Food,040410,Other pork,4,CXU040410LB0106M,2584.0,95.0,7.7,false
Q5,06,FOODTOTL,Food,050110,Frankfurters,4,CXU050110LB0106M,871.0,32.0,9.17,false
Q5,06,FOODTOTL,Food,050319,Lunchmeats,2,CXU050319LB0106M,4288.0,158.0,5.55,false
Q5,06,FOODTOTL,Food,050419,"Lamb, organ meat, and game",2,CXU050419LB0106M,1001.0,37.0,20.87,false
Q5,06,FOODTOTL,Food,060119,Chicken,2,CXU060119LB0106M,8593.0,317.0,4.99,false
Q5,06,FOODTOTL,Food,060310,Other poultry,4,CXU060310LB0106M,2383.0,88.0,7.61,false
Q5,06,FOODTOTL,Food,070119,Processed fish and seafood,2,CXU070119LB0106M,4164.0,154.0,9.45,false
Q5,06,FOODTOTL,Food,070230,Fresh fish and shellfish,4,CXU070230LB0106M,5278.0,195.0,9.01,false
Q5,06,FOODTOTL,Food,080110,Eggs,3,CXU080110LB0106M,3875.0,143.0,4.92,false
Q5,06,FOODTOTL,Food,090110,"Fresh milk, all types",4,CXU090110LB0106M,5546.0,205.0,3.47,false
Q5,06,FOODTOTL,Food,100119,Butter and margarine,2,CXU100119LB0106M,2228.0,82.0,6.47,false
Q5,06,FOODTOTL,Food,100210,Cheese,4,CXU100210LB0106M,8435.0,311.0,4.27,false
Q5,06,FOODTOTL,Food,100410,Ice cream and related products,4,CXU100410LB0106M,3265.0,120.0,7.05,false
Q5,06,FOODTOTL,Food,100519,Other dairy and related products,2,CXU100519LB0106M,6287.0,232.0,4.28,false
Q5,06,FOODTOTL,Food,110110,Apples,4,CXU110110LB0106M,2252.0,83.0,6.72,false
Q5,06,FOODTOTL,Food,110210,Bananas,4,CXU110210LB0106M,1568.0,58.0,5.04,false
Q5,06,FOODTOTL,Food,110319,Citrus fruits,2,CXU110319LB0106M,2583.0,95.0,7.14,false
Q5,06,FOODTOTL,Food,110410,Other fresh fruits,4,CXU110410LB0106M,10129.0,374.0,5.13,false
Q5,06,FOODTOTL,Food,120110,Potatoes,4,CXU120110LB0106M,1873.0,69.0,4.92,false
Q5,06,FOODTOTL,Food,120210,Lettuce,4,CXU120210LB0106M,1326.0,49.0,6.78,false
Q5,06,FOODTOTL,Food,120310,Tomatoes,4,CXU120310LB0106M,1980.0,73.0,6.17,false
Q5,06,FOODTOTL,Food,120410,Other fresh vegetables,4,CXU120410LB0106M,9235.0,341.0,3.69,false
Q5,06,FOODTOTL,Food,130119,Frozen noncarbonated juices and drinks,2,CXU130119LB0106M,147.0,5.0,25.46,true
Q5,06,FOODTOTL,Food,130129,Frozen fruits and vegetables,2,CXU130129LB0106M,2752.0,102.0,5.49,false
Q5,06,FOODTOTL,Food,140219,Canned fruits and vegetables,2,CXU140219LB0106M,2852.0,105.0,4.97,false
Q5,06,FOODTOTL,Food,140349,Dried fruits and vegetables,2,CXU140349LB0106M,2467.0,91.0,6.75,false
Q5,06,FOODTOTL,Food,150110,Candy and chewing gum,4,CXU150110LB0106M,6689.0,247.0,6.01,false
Q5,06,FOODTOTL,Food,150219,Sugar and artificial sweeteners,2,CXU150219LB0106M,944.0,35.0,9.3,false
Q5,06,FOODTOTL,Food,150310,"Jams, preserves, and other sweets",4,CXU150310LB0106M,1774.0,65.0,6.6,false
Q5,06,FOODTOTL,Food,160211,Fats and oils,4,CXU160211LB0106M,2212.0,82.0,9.32,false
